《在座寫輕小說的各位全都有病》第七集心得(有雷),0
《原味星爆糖糖(starburst)》開箱與試吃,0
情色漫畫老師—《Secret Link》歌詞翻譯+振假名+羅馬拼音,0
大阪6天5夜自由行遊記(2017/7/1~6),0
《傲雲》這是我的幫派人生,0
邊緣肥宅的偏激十問,0
邊緣人的三十問,0
《邊緣女神改造計畫》第一集心得(有雷),0
老婆生日(*´ω｀*)(*´ω｀*),0
《前進吧！！高捷少女—禮贈》心得(有雷),0
《在座寫輕小說的各位全都有病》第五集心得(有雷),0
《chimame march》點兔專輯開箱,0
《前進吧！！高捷少女—禮贈》2017臺北動漫節會場特裝版開箱,0
2017臺北國際動漫節首日遊記,0
《君の名は》中文版小說本傳外傳開箱文,0
《unfinished START》（未完成START English edition),0
